altitude,velocity_z,accel_z,roll,pitch,yaw,motor1_rpm,motor2_rpm,motor3_rpm,motor4_rpm,battery_voltage,current_draw
10.099342830602247,-0.09539037789386956,-0.11140813582330876,0.38270107800667474,0.5874070287928459,-0.14342321645892908,5216.091759501139,5325.556627384501,5166.431324027006,5160.811991531492,16.760388560648792,7.844196478052125
9.982347139765762,-0.043019250538975096,-0.063093083373779,0.5367063512052226,-0.9394904723769136,-0.03265590374030994,5160.932115219152,5199.0034219171375,5164.310026693065,5258.201719862415,16.778400287061263,8.21096031640531
10.149537707620137,-0.02068027667108221,-0.0942060183574245,0.24934495606777224,-0.16389752793873155,0.06429487858758168,5234.567819054027,5184.371647098934,5271.270296618646,5239.143877659439,16.787259431874148,7.88692549505463
10.334605971281604,0.09438438286700951,-0.05479958187411378,-0.971248845480885,-0.02083001169066737,0.9468614616461799,5170.481915409733,5173.882003707295,5293.220683193,5198.936357518445,16.801493378218495,7.901795011903221
9.993169325055332,0.027827656226687904,-0.021415031071118876,-0.07771121626387985,0.00795432919981554,-0.7472173084867436,5237.477751872257,5218.818351859955,5153.555877079491,5207.216866862485,16.81848324653214,7.806953463905356
10.003172608610164,-0.06677407845499454,0.08371544863313846,-0.5778537874584576,0.0902480280390406,-0.8463469915126599,5186.294426230964,5219.329129458546,5166.550278378015,5199.580099133283,16.811382718867435,7.751317777759145
10.375842563101479,0.024301814470881852,-0.03211590387057025,-0.10130288645903693,0.30521990990474657,1.2366197421429752,5113.947643718517,5247.531393656325,5257.126140975207,5224.350462958677,16.77341350403105,8.106253206168862
10.223486945830581,-0.07736519944691828,-0.15856257067695928,0.490002118066947,-0.01770371952267543,-0.4626447418812982,5150.879187975953,5153.69689178255,5226.67599965712,5160.024917077215,16.789065754756688,8.145111888393387
9.98610512281301,0.05413455269435367,0.11400678464951604,0.15257541793748633,-0.18402914107184035,-1.2630353535770662,5178.479264565636,5184.375256092937,5233.821405266046,5243.125236668432,16.79752751177405,8.068144531265386
10.198512008717193,-0.02355623259089393,-0.08370901336150396,0.5740454331987164,-0.2037946723298478,-0.48512994209987004,5268.409451187429,5301.52728616121,5244.830064742653,5217.678291894541,16.79025585751107,7.815144918333968
10.007316461437508,-0.0046818094369585435,-0.005872042710462873,0.17087696035676966,-0.3057579010191773,-0.33005273524400075,5245.057181526461,5211.2295316624995,5187.963391912796,5186.847183105522,16.789614095482637,7.939552430025988
10.016854049285948,0.06628983237710953,0.04465365069407115,-0.6491629698344513,0.3937716621634326,1.5549627277257647,5281.193070616107,5191.373781333663,5216.498496249509,5175.611098424573,16.760045133506914,8.478780435026353
10.168392454313206,-0.0643581784292125,0.01996104184027828,-1.2604235032863673,-0.3232642397382573,0.9248262123767372,5282.681760801493,5152.919111720815,5212.609607534904,5242.05654708834,16.77094531697721,7.57367498687013
9.74734395106844,-0.06985590925564956,0.10941795475214755,0.07440438083979517,0.4233855545041222,1.1475206166322423,5173.262459770454,5225.296715291038,5157.075419987727,5192.475684192495,16.785441203017218,8.565767384128591
9.795016433497395,-0.029179966317300243,0.04790031433927589,-0.10696323317558269,0.009499541129935502,0.819973642346786,5190.575657012058,5251.550910852122,5215.7545471607855,5165.055345208508,16.731135486501095,8.029915953835264
10.037542494151806,0.05191894255096583,-0.0861309579697108,-0.48847286969094106,-0.2606274034280648,0.9462436716153141,5179.436003783473,5243.72938229049,5261.885534807483,5180.771511651284,16.8053128864002,7.945962083007049
9.957433775933115,-0.07596730377384214,0.2178562173991662,-0.850313624825689,0.3092036078720673,-0.6880821265803181,5166.424469734946,5187.059956819554,5183.2933380578315,5238.460232444458,16.76454641800578,8.286013501640504
10.232849466519054,-0.1416077799055285,0.019433346333823324,-0.3673716067363546,-0.36372696236155894,-0.19860215535348436,5107.925264533177,5218.062614168177,5207.628462437046,5119.472339937698,16.805236762665302,7.37982017928249
9.998395184895758,-0.02255794292044994,-0.014734022662150624,-0.09724574243238802,0.31909202036410644,-0.9899153130235488,5199.262614099158,5283.58297183243,5210.335445800542,5182.229554720976,16.80297832008942,8.414095872373926
9.90753925973294,0.02758703999554602,0.0963925423055571,0.3329389118531951,0.10636306059589243,-0.21048803053703335,5135.721720314445,5253.544114608573,5185.766772478237,5253.529133483788,16.779626139137754,8.557317748684515
10.49312975378431,0.060013087486941466,0.024945094593007224,0.09431554078399004,-0.29816234454596036,0.684104990934741,5198.2914059232835,5160.791862890334,5233.845061884718,5191.589161394837,16.81001096651403,8.32639186023773
10.164844739902694,-0.02315806810426995,0.03992281929393271,0.8040336235863645,0.26431740766727957,0.1345832848122468,5305.788540478149,5072.699746768926,5165.996718437251,5213.640836613892,16.804363946898498,7.369314389326785
10.233505640937585,-0.020571330355800124,0.2492183998600687,-0.5178020280226971,0.27329486284431936,1.3114808189602953,5174.532745183465,5214.838625354212,5266.632275934797,5254.338448226859,16.78282077058331,8.229250339340144
9.945050362757309,0.057695036712787376,-0.027512142825504668,0.4405294460287167,0.5787598029049789,-1.1414157922272195,5209.738700281403,5239.928406337422,5231.3102780816125,5244.616482669859,16.780064807696164,8.493799567405604
10.131123455094963,-0.09348708498477104,-0.031776089401739586,0.02364937156436396,0.48307350620464795,0.5002383506982397,5245.332419290464,5145.538775406337,5153.161569966355,5177.997061348004,16.809944655713288,8.462824636320727
10.272184517941973,-0.019426038759150464,0.011657851201246381,0.3473345620592923,0.24563701036314142,-1.248302801869318,5214.014564598296,5199.5605238938615,5284.900484244313,5193.480322389808,16.792140276788153,7.577573225832082
