altitude,velocity_z,roll,pitch,yaw,battery
100.60943415950887,-0.011856529205186444,-0.4519509798535085,1.249022696873495,0.2532045102953498,15.474204790675893
97.92003178751901,-0.1458573872747323,-0.6658777111204364,0.687692185117782,0.8952184022261802,15.470051410920838
101.50090239161291,-0.08289461316717171,0.43400982345010697,1.9661274713755903,0.2733212565368742,15.430334008749455
101.88112943278243,0.12678207554674847,0.25185441529500513,-1.5478328327399113,2.238831666414424,15.542848292865584
96.09792962269233,0.0005986582399911465,-1.4047915476103274,-0.26536010831425455,1.4297874524704182,15.523464618770475
97.39564098627537,0.06804199537366758,1.1226782545637386,-0.46252138394282544,-0.3075277647170156,15.340935030173059
100.25568080633457,0.13401584844043798,-0.09419457535083331,-1.9736826764086015,-0.31802743380706927,15.334847400476065
99.36751481531283,-0.07496829257952192,-1.1109310952157205,1.060327204779694,0.4696967194853532,15.542468445320575
99.96639768499142,0.15124963272596123,1.188784114353874,-0.2703965558033584,-0.8380191804256851,15.418471357120547
98.29391214485284,0.07576852069167889,0.625675571596154,0.7396312049865622,1.1662883065324867,15.530204115510033
101.75879594972565,-0.24696261738229575,-1.2645419919479142,2.3597719343296117,0.3616005218435837,15.578093157810919
101.5555838708579,0.2884609582372489,1.7771828402577243,-0.3532436918276083,0.2564589108585328,15.372904716259445
100.13206139512243,-0.10014894875138323,0.6587973683661927,-0.4211529826571552,0.6869536677708163,15.358846274542381
102.25448241393606,-0.3310190686370368,-0.010196115625046132,0.11866416972399602,1.722829883369059,15.66744316823953
100.93501868450409,-0.2090087419172605,1.5902188056217794,0.9872473529834096,0.17095535218750518,15.535157078296246
98.28141507423352,-0.2042090321356644,0.15929778382964058,-0.5667130253101499,-0.11304037087138435,15.458075934332673
100.737501568165,0.010434663731506694,-0.02808307510403198,-0.6309615971321306,1.5087196233225784,15.406605954735374
98.082234798342,-0.05477010110924744,-0.660300116021989,1.0571892702413659,0.9675504159911353,15.448955915109272
101.75690060261455,-0.06736639352811857,0.5818504393070786,0.37863932383803556,-0.3209798403837223,15.380942766388669
99.9001481780275,0.1239403930964958,0.4766029673239799,-2.0447282630048207,0.005186448659020086,15.58834121740906
99.63027527290947,0.06797507223854075,0.014680139889711287,-1.2253917994691081,0.19538091593879858,15.422324884639368
98.63814091119212,0.06320957412885725,-0.789986353867603,1.5012358638272103,0.36181294460498287,15.609353458821627
102.44508267734805,0.08196569146573854,0.12992985416607386,0.4019282830788125,-1.356599850939114,15.459937108022999
99.6909410358624,0.12322693360044766,-0.06979878576213788,-0.762195931037249,-1.5424846078015602,15.39566498163827
99.14334435567379,-0.42159066835548864,-1.333474318734201,-0.17040965723498214,-0.8873900220024538,15.45736984119862
99.29573289902353,-0.07288765045289224,-1.4718123513241856,0.013236672801670204,-0.9647384430113423,15.237583322249858
101.0646183711067,-0.4360420128978948,0.5651533788097695,0.7357333602801638,-0.6438240139725026,15.4879231423326
100.73088812872815,0.007211985359559083,-2.601888315051689,-1.3582633948587894,0.6347106420900043,15.482988080886985
100.82546522319198,-0.0009265944448690641,0.20541052696125997,-0.8409491386704581,-0.16892915632473834,15.582474274654796
100.86164200601577,0.20910645495793606,-0.4780830577538245,0.27295575486338886,0.19639460501018827,15.311369507201663
104.28329520174093,0.23752687854422416,1.3082466068799101,-0.09983458049545033,-1.2243034100422616,15.616186636086354
99.18716996723077,0.04055500965047347,-0.49346820915387574,0.5718591826367099,-0.46164220292094515,15.582059929499765
98.97551454185692,-0.10007221547937997,0.659484214251896,-1.2295073973595978,0.5872576617448404,15.625204356369867
