timestamp,velocity_x,velocity_y,altitude,roll,pitch,motor_rpm,battery_voltage,is_synthetic_anomaly,true_root_cause
1,0.056943343783714455,0.026929220275044814,0.5076942603112004,-0.2849078477433277,-0.1372288550657492,6048.715535151708,99.87036464457918,0,None
2,0.06859110477450929,-0.07596794954602581,0.3300730591601045,-0.1553772178794545,0.32505362958858314,6052.758745378328,99.93464167323457,0,None
3,-0.23834541946330995,-0.12285813101261281,0.707844712255188,0.07958568517731907,0.516494350442597,6129.4571458059745,99.95241928923429,0,None
4,-0.0962369002319996,-0.10825443066496719,1.1518632825174093,0.40070232046944726,-0.15315470548123936,6182.238035451602,99.90563509416386,0,None
5,0.06896246043056928,0.15994427269749706,1.4290759871556977,-0.5970319014256912,0.4729986062897757,6221.1358633135005,99.84783514302875,0,None
6,0.11141854039352372,-0.07964143906969175,1.5753859150584475,0.036806325212854325,-0.37423495280537744,6229.624544702024,99.92713739914514,0,None
7,0.24652271585032837,0.0033839040171595707,2.3864509115742876,-0.03250944225906417,-0.7112075558564355,6228.229003428081,99.9349444103813,0,None
8,0.10488144826687884,-0.09595885827242644,2.5751557108028247,-0.18121802341294846,-0.14217749589656403,6300.7203999042695,99.81179546466075,0,None
9,-0.03597247895259531,-0.07156968212797607,3.7554254126748576,0.7954169414057358,0.21153054929592563,6316.152910638649,99.87095795344602,0,None
10,-0.21314734486959674,-0.0453641580763317,3.972192002956964,-0.7549150972744086,-0.12948129969052985,6343.0198229275375,99.86811857679008,0,None
11,0.034371353315324975,-0.05760607168717256,4.952773208702824,0.40914810880264785,-0.11444215338525511,6299.802105907832,99.8498431771738,0,None
12,-0.05601005773618706,-0.06406254586479009,5.474772488242825,0.15245581669159775,-1.1266183534623,6310.068885438595,99.78121482389433,0,None
13,-0.2745973705433578,-0.1487013587556961,5.94286081856197,0.12403279944665338,-0.6142142112704271,6392.926655155998,99.81278348760058,0,None
14,-0.029396566778798656,-0.039715272067316565,7.169728302710855,0.5064573700040673,0.22153042776233103,6369.400858985006,99.67469314924183,0,None
15,-0.0035397020470504686,-0.1571850846355242,8.23539291594714,-0.9499919410276684,-0.6184622632377815,6383.579251302307,99.79134458311549,0,None
16,-0.09053592459678163,0.13043514143262222,8.494173882787871,0.29687832360819844,0.13118465301504975,6366.802324254984,99.79145939961245,0,None
17,0.20023247889573892,-0.04779950174147802,9.5884752931057,-0.5119753278280599,0.18087483426286477,6390.490781314042,99.72988705130614,0,None
18,0.12227685002421798,-0.024835054290074668,10.522575819909854,1.3967870291366846,0.9558810871657456,6487.335443958973,99.7056512519708,0,None
19,0.07280878509140638,0.1307345669954125,11.146054921628256,0.6292407420348125,0.17573881664458002,6404.279377576348,99.73936060866878,0,None
20,0.03334635847397415,0.047273750300872275,11.881127926935958,0.286905873894303,-0.21906521186767516,6427.770027816857,99.68353476703003,0,None
21,0.17032608799780172,0.15901467761940624,12.999803522583967,0.273642332797799,0.13311488449553935,6421.556117946308,99.73802180995843,0,None
22,0.023424252445848465,-0.027991771214629403,13.586722178541917,-0.23412459057485505,-0.1259043438166357,6432.023976666298,99.65976382158648,0,None
23,-0.06788266482597152,-0.01744652003630855,14.438992820085433,0.3700631845042005,0.5557480095564815,6475.89361361752,99.70390696700714,0,None
